Name,Rating,Date,Title,Review,Product_url,Label
EMMANUEL,5,22/07/2024,Great,Great Buy,https://www.jumia.com.ng/fashion-two-in-one-classic-suit-trousers-for-men-blackgrey-color-110881919.html,
Sunday,5,07/06/2024,Perfect,Quality trousers.  Worth every dime,https://www.jumia.com.ng/fashion-two-in-one-classic-suit-trousers-for-men-blackgrey-color-110881919.html,
Tunde,5,05/08/2024,very flexible,Very flexible,https://www.jumia.com.ng/fashion-brown-leather-sandals-for-men-194474368.html,
UGHWERI,4,01/08/2024,Nice,It's good,https://www.jumia.com.ng/fashion-brown-leather-sandals-for-men-194474368.html,
Salahudeen,3,27/06/2024,Difference in colour,The colour of the shoe in the picture used for the advert is somehow different (deep brown) from the colour sent (light brown).,https://www.jumia.com.ng/fashion-brown-leather-sandals-for-men-194474368.html,
Justice,5,10/06/2024,Good Product,As shown in the picture and my wife likes it too,https://www.jumia.com.ng/fashion-ladies-elegant-costume-jewelry-set-silver-color-89061941.html,
Olushola,5,29/04/2024,perfect,Very good,https://www.jumia.com.ng/fashion-ladies-elegant-costume-jewelry-set-silver-color-89061941.html,
Favour,5,11/09/2023,My mum loves it,It really worth the money,https://www.jumia.com.ng/fashion-ladies-elegant-costume-jewelry-set-silver-color-89061941.html,
Alex Alfred Okechukwu,5,12/07/2024,Icey,Shiny,https://www.jumia.com.ng/fashion-iced-bold-men-non-fade-high-quality-cuban-chain-silver-144178486.html,
BobBaston Ayomide,5,20/05/2024,an iced bold cuban.,Good Quality product.,https://www.jumia.com.ng/fashion-iced-bold-men-non-fade-high-quality-cuban-chain-silver-144178486.html,
adeola,5,20/05/2024,Love it,Good product,https://www.jumia.com.ng/fashion-black-hand-beads-bracelet-for-men-set-gift-idea-for-him-255553399.html,
MIIDE,5,15/05/2024,awesome,very good,https://www.jumia.com.ng/fashion-black-hand-beads-bracelet-for-men-set-gift-idea-for-him-255553399.html,
Timothy,5,20/12/2023,I love it,Very nice,https://www.jumia.com.ng/fashion-accurate-style-long-chain-with-cross-57355499.html,
Oluwadamilare,5,20/06/2024,product rating,So lovely and foot therapy has it was said . Thanks ???? a 5 star for you,https://www.jumia.com.ng/generic-mens-summer-non-slip-soft-soled-slippers-outdoor-indoor-bathroom-black-233364220.html,
Elvis,5,23/11/2023,Feels good,Nice and comfy,https://www.jumia.com.ng/generic-mens-summer-non-slip-soft-soled-slippers-outdoor-indoor-bathroom-black-233364220.html,
Precious,4,13/09/2023,Strong but not so 'soft soled',My sister actually loves it,https://www.jumia.com.ng/generic-mens-summer-non-slip-soft-soled-slippers-outdoor-indoor-bathroom-black-233364220.html,
Olakunle,4,16/01/2024,Good,Its good.,https://www.jumia.com.ng/cashmere-italian-cashmere-senator-material-4-yards-211135354.html,
Olasoji,4,02/01/2024,Great choice,Do more to make it a real quality,https://www.jumia.com.ng/cashmere-italian-cashmere-senator-material-4-yards-211135354.html,
Fadare,5,17/07/2023,impressive attire,It was exact what I ordered,https://www.jumia.com.ng/cashmere-italian-cashmere-senator-material-4-yards-211135354.html,
Michael,4,10/06/2024,Cool and comfy,I like it,https://www.jumia.com.ng/fashion-superior-quality-super-classy-complete-set-of-gold-wristwatchnecklacebraceletearringring-71948017.html,
Ayomide,5,01/04/2022,beautiful!,It's beautiful!,https://www.jumia.com.ng/fashion-superior-quality-super-classy-complete-set-of-gold-wristwatchnecklacebraceletearringring-71948017.html,
jummyjumia,5,22/11/2021,good,The jewelry is good though the ring is way too small for an adult. Though my client likes it but just the ring is the thing there,https://www.jumia.com.ng/fashion-superior-quality-super-classy-complete-set-of-gold-wristwatchnecklacebraceletearringring-71948017.html,
Chibuzor,5,29/07/2024,????its ok . i love it,Everything,https://www.jumia.com.ng/fashion-anti-theft-credit-ultra-slim-atm-card-holder-249988199.html,
Danielson,5,14/05/2024,slick,Slick and easy to carry,https://www.jumia.com.ng/fashion-anti-theft-credit-ultra-slim-atm-card-holder-249988199.html,
Stephanie Anjorin,5,29/04/2024,It is nice,"Firm and sturdy, doesn’t let your cards slip",https://www.jumia.com.ng/fashion-anti-theft-credit-ultra-slim-atm-card-holder-249988199.html,
BABATUNDE,1,15/02/2024,I don't like it,It's a low quality material and is too cost for its quality.,https://www.jumia.com.ng/fashion-el-vin-grey-urban-joggers-plain-63465152.html,
Geeeseeryn,3,09/02/2024,Mixed feelings,Finishing not so good and the material could be better.,https://www.jumia.com.ng/fashion-el-vin-grey-urban-joggers-plain-63465152.html,
Babatunde,3,09/12/2022,NotThatBad,Cool one,https://www.jumia.com.ng/fashion-el-vin-grey-urban-joggers-plain-63465152.html,
ABAYOMI,1,08/08/2024,bad product,I hate it ..very substandard...i had to give it out to someone else,https://www.jumia.com.ng/fashion-female-dress-women-long-gown-for-ladies-dinner-classic-cooperate-office-38386204.html,
Blessing,5,29/07/2024,I love it,Unique.beautiful.,https://www.jumia.com.ng/fashion-female-dress-women-long-gown-for-ladies-dinner-classic-cooperate-office-38386204.html,
Harbeke Ade,5,15/07/2024,Nice,I love the material. It is a lovely gown,https://www.jumia.com.ng/fashion-female-dress-women-long-gown-for-ladies-dinner-classic-cooperate-office-38386204.html,
Jeffrey,5,22/07/2024,mr,The beauty and portability,https://www.jumia.com.ng/dynamite-womens-embroidered-floral-loafers-canvas-slip-on-shoes-for-women-sea-blue-267601024.html,
Christabel,5,03/07/2024,nice,Came as seen on picture. Very beautiful.,https://www.jumia.com.ng/dynamite-womens-embroidered-floral-loafers-canvas-slip-on-shoes-for-women-sea-blue-267601024.html,
Marita,5,14/06/2024,I love it,Just as seen. Good product for the price. Nice color.,https://www.jumia.com.ng/dynamite-womens-embroidered-floral-loafers-canvas-slip-on-shoes-for-women-sea-blue-267601024.html,
Smart,5,26/07/2024,Yes,Impressive,https://www.jumia.com.ng/mens-2023-mens-casual-classic-shoes-simple-running-sneakers-white-251180784.html,
Phantom,4,09/08/2024,nice stuff,It's actually nice and worth the money so I'll give it 8/10,https://www.jumia.com.ng/fashion-2024-mens-fashion-sneakers-shoes-258863357.html,
ORIOLA,5,26/07/2024,i love it,"So fitted, I wish to buy the green colour too",https://www.jumia.com.ng/fashion-2024-mens-fashion-sneakers-shoes-258863357.html,
Engr Laditan,5,21/06/2024,Fashion Sneakers,High quality. So fitted and clean,https://www.jumia.com.ng/fashion-2024-mens-fashion-sneakers-shoes-258863357.html,
ronny,4,16/07/2024,worth the price,Worth the price,https://www.jumia.com.ng/ashion-martin-boots-timeless-british-style-with-robust-golden-stitching-273625994.html,
Treble,4,03/07/2024,It’s okay . Not fantastic but ok,A bit too light however much more than I anticipated,https://www.jumia.com.ng/ashion-martin-boots-timeless-british-style-with-robust-golden-stitching-273625994.html,
Princewill,5,30/04/2024,Good shoes,"buy it as a gift, my friend like it!!!",https://www.jumia.com.ng/ashion-martin-boots-timeless-british-style-with-robust-golden-stitching-273625994.html,
Ifeyinwa,5,07/12/2023,Really nice,My son loves it,https://www.jumia.com.ng/fashion-classic-men-high-wgb-251384856.html,
Abasido,5,29/11/2023,I like it..,I so much like the shoe..,https://www.jumia.com.ng/fashion-classic-men-high-wgb-251384856.html,
Adeyeye,3,17/11/2023,I like it,I like it,https://www.jumia.com.ng/fashion-classic-men-high-wgb-251384856.html,
Amone,4,02/08/2024,Like it,Nice jeans and good for the price.,https://www.jumia.com.ng/generic-2in1-trendy-stock-blue-and-grey-jean-for-men-256684767.html,
Omowoye,5,05/07/2024,nice,So lovely,https://www.jumia.com.ng/generic-2in1-trendy-stock-blue-and-grey-jean-for-men-256684767.html,
Anslem Sandra,4,24/06/2024,Nice,It’s lovely,https://www.jumia.com.ng/generic-2in1-trendy-stock-blue-and-grey-jean-for-men-256684767.html,
Ayoola,5,31/07/2024,good,Nice looking,https://www.jumia.com.ng/fashion-2024-mens-casual-shoes-breathable-shoes-98264838.html,
Lanre ochei,5,22/01/2024,Nice shoes,"The product is nice. The sizes are small, always purchase bigger size. E. G if you wear 42, you should purchase 44.",https://www.jumia.com.ng/fashion-2024-mens-casual-shoes-breathable-shoes-98264838.html,
Apostle,3,09/11/2023,Am not satisfied,I expected something better than this with respect to the price,https://www.jumia.com.ng/fashion-2024-mens-casual-shoes-breathable-shoes-98264838.html,
good,5,19/06/2024,good,Good,https://www.jumia.com.ng/fashion-cuban-link-chain-with-cross-pendant-silver-257197752.html,
Mark,2,01/08/2024,Bad quality,The quality is not what it is,https://www.jumia.com.ng/fuerdanni-2019-mens-leather-luxury-brand-slim-wallet-dark-brown-40074812.html,
Oghogho,5,11/07/2024,great,Exactly as seen in the picture. Good quality,https://www.jumia.com.ng/fuerdanni-2019-mens-leather-luxury-brand-slim-wallet-dark-brown-40074812.html,
Godwin,5,31/05/2024,Nice,Nice wallet. I've been using for more than a year now and it is still looking good and strong,https://www.jumia.com.ng/fuerdanni-2019-mens-leather-luxury-brand-slim-wallet-dark-brown-40074812.html,
Hussaini,5,23/12/2020,I like it,Its wonderful,https://www.jumia.com.ng/generic-2in1-hd-vision-night-driving-eyeglass-67982770.html,
Chioma,5,29/07/2024,beautiful,"The bag is so fine I love it ,all though is not big is just a handy bag but very fine",https://www.jumia.com.ng/fashion-senior-women-leather-with-gradient-color-handbag-black-239200798.html,
Nneka,5,19/06/2024,I love it,Beautiful bag... classy and sizable,https://www.jumia.com.ng/fashion-senior-women-leather-with-gradient-color-handbag-black-239200798.html,
Daph,5,09/01/2024,I like it,Very beautiful,https://www.jumia.com.ng/fashion-senior-women-leather-with-gradient-color-handbag-black-239200798.html,
kingsley,3,25/07/2024,ok,"Nice
Improve on the quality",https://www.jumia.com.ng/fashion-baby-girls-soft-sole-canvas-shoes-kids-sneakers-cute-white-200054069.html,
Isioma,3,22/07/2024,its nice but the sizes are bigger,Plus size,https://www.jumia.com.ng/fashion-baby-girls-soft-sole-canvas-shoes-kids-sneakers-cute-white-200054069.html,
Mayor,3,19/07/2024,nice,So Nice,https://www.jumia.com.ng/fashion-baby-girls-soft-sole-canvas-shoes-kids-sneakers-cute-white-200054069.html,
John,5,27/06/2024,wasent bad,She liked it,https://www.jumia.com.ng/fashion-unique-pink-knuckle-ring-sets-of-8-250192120.html,
Nova Ikechukwu,5,19/06/2024,100%,Comes as seen,https://www.jumia.com.ng/fashion-unique-pink-knuckle-ring-sets-of-8-250192120.html,
Stephanie Esther,5,31/05/2024,i love it,It is beautiful and exactly what I ordered,https://www.jumia.com.ng/fashion-unique-pink-knuckle-ring-sets-of-8-250192120.html,
Anthonia,4,29/07/2024,It's fantastic,Keep it up,https://www.jumia.com.ng/fashion-ladies-bigger-gown-one-size-fits-all-99373804.html,
Blessing,5,09/07/2024,I love it,Beautiful,https://www.jumia.com.ng/fashion-ladies-bigger-gown-one-size-fits-all-99373804.html,
Esther,5,16/01/2024,i like it,i like it,https://www.jumia.com.ng/fashion-ladies-bigger-gown-one-size-fits-all-99373804.html,
EMMANUEL,5,18/09/2023,I love it,it is quality shoe,https://www.jumia.com.ng/fashion-whitewedding-businness-mens-dress-shoes-comfortable-slip-on-loafers-fashion-contracted-casual-flat-male-footwear-sapatenis-masculino-jin-256134603.html,
Edwin,2,08/04/2024,poor quality,Far bellow expectation.,https://www.jumia.com.ng/fashion-mens-breathable-lace-up-sneakers-black-258336978.html,
Bayo,5,19/02/2024,Cute,It's worth the wait,https://www.jumia.com.ng/fashion-mens-breathable-lace-up-sneakers-black-258336978.html,
Joseph,5,02/02/2024,I like it,Exactly what I wanted,https://www.jumia.com.ng/fashion-mens-breathable-lace-up-sneakers-black-258336978.html,
Anayochukwu,5,24/06/2024,cool,Love the beanies,https://www.jumia.com.ng/fashion-2-in-1-fashion-headwarmer-beanies-for-men-and-women-79933125.html,
Aluko,3,05/08/2024,nice one,Love it,https://www.jumia.com.ng/fashion-sneakers-womens-shoes-ladies-flying-woven-leisure-shoes-sports-shoes-female-shoes-school-shoes-70198363.html,
Gideon,4,24/06/2024,I like it.,The product is beautiful and comfortable.,https://www.jumia.com.ng/fashion-sneakers-womens-shoes-ladies-flying-woven-leisure-shoes-sports-shoes-female-shoes-school-shoes-70198363.html,
Da'Luv,4,24/06/2024,My client loves it,It's okay,https://www.jumia.com.ng/fashion-sneakers-womens-shoes-ladies-flying-woven-leisure-shoes-sports-shoes-female-shoes-school-shoes-70198363.html,
Nathaniel,5,11/03/2024,Nice.,My exact expectations met.,https://www.jumia.com.ng/fashion-polarized-sunglasses-for-men-women-driving-fishing-golf-hd-uv400-black-shades-153473225.html,
Oluwole,1,04/12/2023,Quite poor,I didn’t like the quality.,https://www.jumia.com.ng/fashion-polarized-sunglasses-for-men-women-driving-fishing-golf-hd-uv400-black-shades-153473225.html,
Neeko,5,16/10/2023,Great,"At first, I was a bit sceptical because I wasn’t expecting the glasses to be fully plastic like with no lens but with time I got used to it and it looks very very good and it’s lightweight too.",https://www.jumia.com.ng/fashion-polarized-sunglasses-for-men-women-driving-fishing-golf-hd-uv400-black-shades-153473225.html,
Ayodeji,3,29/07/2024,good,Just as it looks,https://www.jumia.com.ng/fashion-mens-casual-leather-moccasins-slip-on-loafers-driving-shoes-black-white-253502564.html,
David,5,25/06/2024,the shoe is ok i live it so much.,As seen on the picture exactly. Very good and easy to wear,https://www.jumia.com.ng/fashion-mens-casual-leather-moccasins-slip-on-loafers-driving-shoes-black-white-253502564.html,
Ajipas,5,19/06/2024,Free and flexible,"Nice one, just the way it appears  here. I recommend 100%.",https://www.jumia.com.ng/fashion-mens-casual-leather-moccasins-slip-on-loafers-driving-shoes-black-white-253502564.html,
Fadilat,5,22/07/2024,This was lovely,I like this the quality was great,https://www.jumia.com.ng/fashion-luxury-womens-silk-pajamas-nightwear-green-263426566.html,
Yusuf,4,01/07/2024,It's okay,I expected it to look more like the image. But it's cool still,https://www.jumia.com.ng/vangelo-luca-mens-trend-chain-designers-shoe-black-202006230.html,
Onyinye,5,25/06/2024,it's so pretty my boy likes it,The shinny leather,https://www.jumia.com.ng/vangelo-luca-mens-trend-chain-designers-shoe-black-202006230.html,
Alakpa,5,13/06/2024,The shoe is nice,.,https://www.jumia.com.ng/vangelo-luca-mens-trend-chain-designers-shoe-black-202006230.html,
Marcus,4,08/08/2024,I like them,They are nice.,https://www.jumia.com.ng/fashion-cool-men-suede-canvas-shoes-254147789.html,
Abiodun,3,10/06/2024,I like it,It's okay,https://www.jumia.com.ng/fashion-cool-men-suede-canvas-shoes-254147789.html,
AGE,3,04/06/2024,YOUNGER PEOPLE,Its about just okay for younger people--not classy for the matured,https://www.jumia.com.ng/fashion-cool-men-suede-canvas-shoes-254147789.html,
Mansur,5,06/06/2024,I love it,Great product,https://www.jumia.com.ng/fashion-men-soft-slip-on-canvas-black-310641438.html,
Miracle,4,04/06/2024,I like it,I like it,https://www.jumia.com.ng/fashion-men-soft-slip-on-canvas-black-310641438.html,
chiagozie,5,01/08/2024,nice product,Is worth it,https://www.jumia.com.ng/fashion-business-mens-wristwatch-leather-121278164.html,
EBENEZERY,5,30/07/2024,Very Nice,Nice and unique,https://www.jumia.com.ng/fashion-ivory-18-karat-plated-gold-couple-ring-set-139050750.html,
Chidiebere,4,19/07/2024,I love it,Good product,https://www.jumia.com.ng/fashion-ivory-18-karat-plated-gold-couple-ring-set-139050750.html,
Samson,4,27/05/2024,"Nice, I love it.",It came in right on time and just as requested.,https://www.jumia.com.ng/fashion-ivory-18-karat-plated-gold-couple-ring-set-139050750.html,
Max,5,22/07/2024,Perfect,Fits perfectly well,https://www.jumia.com.ng/fashion-girls-soft-soles-waterproof-beach-sandals-272089787.html,
SAMIRA,4,01/07/2024,I like it,My daughter loves it very much. Is fine and soft,https://www.jumia.com.ng/fashion-girls-soft-soles-waterproof-beach-sandals-272089787.html,
Tega,5,22/05/2024,BEACH SANDALS,Fits well on my daughter's feet,https://www.jumia.com.ng/fashion-girls-soft-soles-waterproof-beach-sandals-272089787.html,
MIRABEL,5,22/07/2024,I like it,Good bag,https://www.jumia.com.ng/generic-ladies-canvas-tote-bag-cotton-shopping-bags-269846631.html,
Melody,5,15/07/2024,tote bag,I love it ????,https://www.jumia.com.ng/generic-ladies-canvas-tote-bag-cotton-shopping-bags-269846631.html,
